level,list_-5.0,list_-4.5,list_-4.0,list_-3.5,list_-3.0,list_-2.5,list_-2.0,list_-1.5,list_-1.0,list_-0.5,list_0.0,list_0.5,list_1.0,list_1.5,list_2.0,list_2.5,list_3.0,list_3.5,list_4.0,list_4.5,list_5.0
338,3.814,3.114,2.414,1.876,1.338,0.938,0.6,0.338,0.138,0,0,0,0.138,0.338,0.6,0.938,1.338,1.876,2.414,3.114,3.814
339,3.817,3.117,2.417,1.878,1.339,0.939,0.6,0.339,0.139,0,0,0,0.139,0.339,0.6,0.939,1.339,1.878,2.417,3.117,3.817
340,3.82,3.12,2.42,1.88,1.34,0.94,0.6,0.34,0.14,0,0,0,0.14,0.34,0.6,0.94,1.34,1.88,2.42,3.12,3.82
341,3.823,3.123,2.423,1.882,1.341,0.941,0.6,0.341,0.141,0,0,0,0.141,0.341,0.6,0.941,1.341,1.882,2.423,3.123,3.823
342,3.826,3.126,2.426,1.884,1.342,0.942,0.6,0.342,0.142,0,0,0,0.142,0.342,0.6,0.942,1.342,1.884,2.426,3.126,3.826
343,3.829,3.129,2.429,1.886,1.343,0.943,0.6,0.343,0.143,0,0,0,0.143,0.343,0.6,0.943,1.343,1.886,2.429,3.129,3.829
344,3.832,3.132,2.432,1.888,1.344,0.944,0.6,0.344,0.144,0,0,0,0.144,0.344,0.6,0.944,1.344,1.888,2.432,3.132,3.832
345,3.835,3.135,2.435,1.89,1.345,0.945,0.6,0.345,0.145,0,0,0,0.145,0.345,0.6,0.945,1.345,1.89,2.435,3.135,3.835
346,3.838,3.138,2.438,1.892,1.346,0.946,0.6,0.346,0.146,0,0,0,0.146,0.346,0.6,0.946,1.346,1.892,2.438,3.138,3.838
347,3.841,3.141,2.441,1.894,1.347,0.947,0.6,0.347,0.147,0,0,0,0.147,0.347,0.6,0.947,1.347,1.894,2.441,3.141,3.841
348,3.844,3.144,2.444,1.896,1.348,0.948,0.6,0.348,0.148,0,0,0,0.148,0.348,0.6,0.948,1.348,1.896,2.444,3.144,3.844
349,3.847,3.147,2.447,1.898,1.349,0.949,0.6,0.349,0.149,0,0,0,0.149,0.349,0.6,0.949,1.349,1.898,2.447,3.147,3.847
350,3.85,3.15,2.45,1.9,1.35,0.95,0.6,0.35,0.15,0,0,0,0.15,0.35,0.6,0.95,1.35,1.9,2.45,3.15,3.85
351,3.853,3.153,2.453,1.902,1.351,0.951,0.6,0.351,0.151,0,0,0,0.151,0.351,0.6,0.951,1.351,1.902,2.453,3.153,3.853
352,3.856,3.156,2.456,1.904,1.352,0.952,0.6,0.352,0.152,0,0,0,0.152,0.352,0.6,0.952,1.352,1.904,2.456,3.156,3.856
353,3.859,3.159,2.459,1.906,1.353,0.953,0.6,0.353,0.153,0,0,0,0.153,0.353,0.6,0.953,1.353,1.906,2.459,3.159,3.859
354,3.862,3.162,2.462,1.908,1.354,0.954,0.6,0.354,0.154,0,0,0,0.154,0.354,0.6,0.954,1.354,1.908,2.462,3.162,3.862
355,3.865,3.165,2.465,1.91,1.355,0.955,0.6,0.355,0.155,0,0,0,0.155,0.355,0.6,0.955,1.355,1.91,2.465,3.165,3.865
356,3.868,3.168,2.468,1.912,1.356,0.956,0.6,0.356,0.156,0,0,0,0.156,0.356,0.6,0.956,1.356,1.912,2.468,3.168,3.868
357,3.871,3.171,2.471,1.914,1.357,0.957,0.6,0.357,0.157,0,0,0,0.157,0.357,0.6,0.957,1.357,1.914,2.471,3.171,3.871
358,3.874,3.174,2.474,1.916,1.358,0.958,0.6,0.358,0.158,0,0,0,0.158,0.358,0.6,0.958,1.358,1.916,2.474,3.174,3.874
359,3.877,3.177,2.477,1.918,1.359,0.959,0.6,0.359,0.159,0,0,0,0.159,0.359,0.6,0.959,1.359,1.918,2.477,3.177,3.877
360,3.88,3.18,2.48,1.92,1.36,0.96,0.6,0.36,0.16,0,0,0,0.16,0.36,0.6,0.96,1.36,1.92,2.48,3.18,3.88
361,3.883,3.183,2.483,1.922,1.361,0.961,0.6,0.361,0.161,0,0,0,0.161,0.361,0.6,0.961,1.361,1.922,2.483,3.183,3.883
362,3.886,3.186,2.486,1.924,1.362,0.962,0.6,0.362,0.162,0,0,0,0.162,0.362,0.6,0.962,1.362,1.924,2.486,3.186,3.886
363,3.889,3.189,2.489,1.926,1.363,0.963,0.6,0.363,0.163,0,0,0,0.163,0.363,0.6,0.963,1.363,1.926,2.489,3.189,3.889
364,3.892,3.192,2.492,1.928,1.364,0.964,0.6,0.364,0.164,0,0,0,0.164,0.364,0.6,0.964,1.364,1.928,2.492,3.192,3.892
365,3.895,3.195,2.495,1.93,1.365,0.965,0.6,0.365,0.165,0,0,0,0.165,0.365,0.6,0.965,1.365,1.93,2.495,3.195,3.895
366,3.898,3.198,2.498,1.932,1.366,0.966,0.6,0.366,0.166,0,0,0,0.166,0.366,0.6,0.966,1.366,1.932,2.498,3.198,3.898
367,3.901,3.201,2.501,1.934,1.367,0.967,0.6,0.367,0.167,0,0,0,0.167,0.367,0.6,0.967,1.367,1.934,2.501,3.201,3.901
368,3.904,3.204,2.504,1.936,1.368,0.968,0.6,0.368,0.168,0,0,0,0.168,0.368,0.6,0.968,1.368,1.936,2.504,3.204,3.904
369,3.907,3.207,2.507,1.938,1.369,0.969,0.6,0.369,0.169,0,0,0,0.169,0.369,0.6,0.969,1.369,1.938,2.507,3.207,3.907
370,3.91,3.21,2.51,1.94,1.37,0.97,0.6,0.37,0.17,0,0,0,0.17,0.37,0.6,0.97,1.37,1.94,2.51,3.21,3.91
371,3.913,3.213,2.513,1.942,1.371,0.971,0.6,0.371,0.171,0,0,0,0.171,0.371,0.6,0.971,1.371,1.942,2.513,3.213,3.913
372,3.916,3.216,2.516,1.944,1.372,0.972,0.6,0.372,0.172,0,0,0,0.172,0.372,0.6,0.972,1.372,1.944,2.516,3.216,3.916
373,3.919,3.219,2.519,1.946,1.373,0.973,0.6,0.373,0.173,0,0,0,0.173,0.373,0.6,0.973,1.373,1.946,2.519,3.219,3.919
374,3.922,3.222,2.522,1.948,1.374,0.974,0.6,0.374,0.174,0,0,0,0.174,0.374,0.6,0.974,1.374,1.948,2.522,3.222,3.922
375,3.925,3.225,2.525,1.95,1.375,0.975,0.6,0.375,0.175,0,0,0,0.175,0.375,0.6,0.975,1.375,1.95,2.525,3.225,3.925
376,3.928,3.228,2.528,1.952,1.376,0.976,0.6,0.376,0.176,0,0,0,0.176,0.376,0.6,0.976,1.376,1.952,2.528,3.228,3.928
377,3.931,3.231,2.531,1.954,1.377,0.977,0.6,0.377,0.177,0,0,0,0.177,0.377,0.6,0.977,1.377,1.954,2.531,3.231,3.931
378,3.934,3.234,2.534,1.956,1.378,0.978,0.6,0.378,0.178,0,0,0,0.178,0.378,0.6,0.978,1.378,1.956,2.534,3.234,3.934
379,3.937,3.237,2.537,1.958,1.379,0.979,0.6,0.379,0.179,0,0,0,0.179,0.379,0.6,0.979,1.379,1.958,2.537,3.237,3.937
380,3.94,3.24,2.54,1.96,1.38,0.98,0.6,0.38,0.18,0,0,0,0.18,0.38,0.6,0.98,1.38,1.96,2.54,3.24,3.94
381,3.943,3.243,2.543,1.962,1.381,0.981,0.6,0.381,0.181,0,0,0,0.181,0.381,0.6,0.981,1.381,1.962,2.543,3.243,3.943
382,3.946,3.246,2.546,1.964,1.382,0.982,0.6,0.382,0.182,0,0,0,0.182,0.382,0.6,0.982,1.382,1.964,2.546,3.246,3.946
383,3.949,3.249,2.549,1.966,1.383,0.983,0.6,0.383,0.183,0,0,0,0.183,0.383,0.6,0.983,1.383,1.966,2.549,3.249,3.949
384,3.952,3.252,2.552,1.968,1.384,0.984,0.6,0.384,0.184,0,0,0,0.184,0.384,0.6,0.984,1.384,1.968,2.552,3.252,3.952
385,3.955,3.255,2.555,1.97,1.385,0.985,0.6,0.385,0.185,0,0,0,0.185,0.385,0.6,0.985,1.385,1.97,2.555,3.255,3.955
386,3.958,3.258,2.558,1.972,1.386,0.986,0.6,0.386,0.186,0,0,0,0.186,0.386,0.6,0.986,1.386,1.972,2.558,3.258,3.958
387,3.961,3.261,2.561,1.974,1.387,0.987,0.6,0.387,0.187,0,0,0,0.187,0.387,0.6,0.987,1.387,1.974,2.561,3.261,3.961
388,3.964,3.264,2.564,1.976,1.388,0.988,0.6,0.388,0.188,0,0,0,0.188,0.388,0.6,0.988,1.388,1.976,2.564,3.264,3.964
389,3.967,3.267,2.567,1.978,1.389,0.989,0.6,0.389,0.189,0,0,0,0.189,0.389,0.6,0.989,1.389,1.978,2.567,3.267,3.967
390,3.97,3.27,2.57,1.98,1.39,0.99,0.6,0.39,0.19,0,0,0,0.19,0.39,0.6,0.99,1.39,1.98,2.57,3.27,3.97
391,3.973,3.273,2.573,1.982,1.391,0.991,0.6,0.391,0.191,0,0,0,0.191,0.391,0.6,0.991,1.391,1.982,2.573,3.273,3.973
392,3.976,3.276,2.576,1.984,1.392,0.992,0.6,0.392,0.192,0,0,0,0.192,0.392,0.6,0.992,1.392,1.984,2.576,3.276,3.976
393,3.979,3.279,2.579,1.986,1.393,0.993,0.6,0.393,0.193,0,0,0,0.193,0.393,0.6,0.993,1.393,1.986,2.579,3.279,3.979
394,3.982,3.282,2.582,1.988,1.394,0.994,0.6,0.394,0.194,0,0,0,0.194,0.394,0.6,0.994,1.394,1.988,2.582,3.282,3.982
395,3.985,3.285,2.585,1.99,1.395,0.995,0.6,0.395,0.195,0,0,0,0.195,0.395,0.6,0.995,1.395,1.99,2.585,3.285,3.985
396,3.988,3.288,2.588,1.992,1.396,0.996,0.6,0.396,0.196,0,0,0,0.196,0.396,0.6,0.996,1.396,1.992,2.588,3.288,3.988
397,3.991,3.291,2.591,1.994,1.397,0.997,0.6,0.397,0.197,0,0,0,0.197,0.397,0.6,0.997,1.397,1.994,2.591,3.291,3.991
398,3.994,3.294,2.594,1.996,1.398,0.998,0.6,0.398,0.198,0,0,0,0.198,0.398,0.6,0.998,1.398,1.996,2.594,3.294,3.994
399,3.997,3.297,2.597,1.998,1.399,0.999,0.6,0.399,0.199,0,0,0,0.199,0.399,0.6,0.999,1.399,1.998,2.597,3.297,3.997
400,4,3.3,2.6,2,1.4,1,0.6,0.4,0.2,0,0,0,0.2,0.4,0.6,1,1.4,2,2.6,3.3,4
401,3.976,3.28,2.584,1.987,1.391,0.993,0.596,0.397,0.198,0,0,0,0.198,0.397,0.596,0.993,1.391,1.987,2.584,3.28,3.976
402,3.952,3.26,2.568,1.974,1.382,0.986,0.592,0.394,0.196,0,0,0,0.196,0.394,0.592,0.986,1.382,1.974,2.568,3.26,3.952
403,3.928,3.24,2.552,1.961,1.373,0.979,0.588,0.391,0.194,0,0,0,0.194,0.391,0.588,0.979,1.373,1.961,2.552,3.24,3.928
404,3.904,3.22,2.536,1.948,1.364,0.972,0.584,0.388,0.192,0,0,0,0.192,0.388,0.584,0.972,1.364,1.948,2.536,3.22,3.904
405,3.88,3.2,2.52,1.935,1.355,0.965,0.58,0.385,0.19,0,0,0,0.19,0.385,0.58,0.965,1.355,1.935,2.52,3.2,3.88
406,3.856,3.18,2.504,1.922,1.346,0.958,0.576,0.382,0.188,0,0,0,0.188,0.382,0.576,0.958,1.346,1.922,2.504,3.18,3.856
407,3.832,3.16,2.488,1.909,1.337,0.951,0.572,0.379,0.186,0,0,0,0.186,0.379,0.572,0.951,1.337,1.909,2.488,3.16,3.832
408,3.808,3.14,2.472,1.896,1.328,0.944,0.568,0.376,0.184,0,0,0,0.184,0.376,0.568,0.944,1.328,1.896,2.472,3.14,3.808
409,3.784,3.12,2.456,1.883,1.319,0.937,0.564,0.373,0.182,0,0,0,0.182,0.373,0.564,0.937,1.319,1.883,2.456,3.12,3.784
410,3.76,3.1,2.44,1.87,1.31,0.93,0.56,0.37,0.18,0,0,0,0.18,0.37,0.56,0.93,1.31,1.87,2.44,3.1,3.76
411,3.736,3.08,2.424,1.857,1.301,0.923,0.556,0.367,0.178,0,0,0,0.178,0.367,0.556,0.923,1.301,1.857,2.424,3.08,3.736
412,3.712,3.06,2.408,1.844,1.292,0.916,0.552,0.364,0.176,0,0,0,0.176,0.364,0.552,0.916,1.292,1.844,2.408,3.06,3.712
413,3.688,3.04,2.392,1.831,1.283,0.909,0.548,0.361,0.174,0,0,0,0.174,0.361,0.548,0.909,1.283,1.831,2.392,3.04,3.688
414,3.664,3.02,2.376,1.818,1.274,0.902,0.544,0.358,0.172,0,0,0,0.172,0.358,0.544,0.902,1.274,1.818,2.376,3.02,3.664
415,3.64,3,2.36,1.805,1.265,0.895,0.54,0.355,0.17,0,0,0,0.17,0.355,0.54,0.895,1.265,1.805,2.36,3,3.64
416,3.616,2.98,2.344,1.792,1.256,0.888,0.536,0.352,0.168,0,0,0,0.168,0.352,0.536,0.888,1.256,1.792,2.344,2.98,3.616
417,3.592,2.96,2.328,1.779,1.247,0.881,0.532,0.349,0.166,0,0,0,0.166,0.349,0.532,0.881,1.247,1.779,2.328,2.96,3.592
418,3.568,2.94,2.312,1.766,1.238,0.874,0.528,0.346,0.164,0,0,0,0.164,0.346,0.528,0.874,1.238,1.766,2.312,2.94,3.568
419,3.544,2.92,2.296,1.753,1.229,0.867,0.524,0.343,0.162,0,0,0,0.162,0.343,0.524,0.867,1.229,1.753,2.296,2.92,3.544
420,3.52,2.9,2.28,1.74,1.22,0.86,0.52,0.34,0.16,0,0,0,0.16,0.34,0.52,0.86,1.22,1.74,2.28,2.9,3.52
421,3.496,2.88,2.264,1.727,1.211,0.853,0.516,0.337,0.158,0,0,0,0.158,0.337,0.516,0.853,1.211,1.727,2.264,2.88,3.496
422,3.472,2.86,2.248,1.714,1.202,0.846,0.512,0.334,0.156,0,0,0,0.156,0.334,0.512,0.846,1.202,1.714,2.248,2.86,3.472
423,3.448,2.84,2.232,1.701,1.193,0.839,0.508,0.331,0.154,0,0,0,0.154,0.331,0.508,0.839,1.193,1.701,2.232,2.84,3.448
424,3.424,2.82,2.216,1.688,1.184,0.832,0.504,0.328,0.152,0,0,0,0.152,0.328,0.504,0.832,1.184,1.688,2.216,2.82,3.424
425,3.4,2.8,2.2,1.675,1.175,0.825,0.5,0.325,0.15,0,0,0,0.15,0.325,0.5,0.825,1.175,1.675,2.2,2.8,3.4
426,3.376,2.78,2.184,1.662,1.166,0.818,0.496,0.322,0.148,0,0,0,0.148,0.322,0.496,0.818,1.166,1.662,2.184,2.78,3.376
427,3.352,2.76,2.168,1.649,1.157,0.811,0.492,0.319,0.146,0,0,0,0.146,0.319,0.492,0.811,1.157,1.649,2.168,2.76,3.352
428,3.328,2.74,2.152,1.636,1.148,0.804,0.488,0.316,0.144,0,0,0,0.144,0.316,0.488,0.804,1.148,1.636,2.152,2.74,3.328
429,3.304,2.72,2.136,1.623,1.139,0.797,0.484,0.313,0.142,0,0,0,0.142,0.313,0.484,0.797,1.139,1.623,2.136,2.72,3.304
430,3.28,2.7,2.12,1.61,1.13,0.79,0.48,0.31,0.14,0,0,0,0.14,0.31,0.48,0.79,1.13,1.61,2.12,2.7,3.28
431,3.256,2.68,2.104,1.597,1.121,0.783,0.476,0.307,0.138,0,0,0,0.138,0.307,0.476,0.783,1.121,1.597,2.104,2.68,3.256
432,3.232,2.66,2.088,1.584,1.112,0.776,0.472,0.304,0.136,0,0,0,0.136,0.304,0.472,0.776,1.112,1.584,2.088,2.66,3.232
433,3.208,2.64,2.072,1.571,1.103,0.769,0.468,0.301,0.134,0,0,0,0.134,0.301,0.468,0.769,1.103,1.571,2.072,2.64,3.208
434,3.184,2.62,2.056,1.558,1.094,0.762,0.464,0.298,0.132,0,0,0,0.132,0.298,0.464,0.762,1.094,1.558,2.056,2.62,3.184
435,3.16,2.6,2.04,1.545,1.085,0.755,0.46,0.295,0.13,0,0,0,0.13,0.295,0.46,0.755,1.085,1.545,2.04,2.6,3.16
436,3.136,2.58,2.024,1.532,1.076,0.748,0.456,0.292,0.128,0,0,0,0.128,0.292,0.456,0.748,1.076,1.532,2.024,2.58,3.136
437,3.112,2.56,2.008,1.519,1.067,0.741,0.452,0.289,0.126,0,0,0,0.126,0.289,0.452,0.741,1.067,1.519,2.008,2.56,3.112
438,3.088,2.54,1.992,1.506,1.058,0.734,0.448,0.286,0.124,0,0,0,0.124,0.286,0.448,0.734,1.058,1.506,1.992,2.54,3.088
439,3.064,2.52,1.976,1.493,1.049,0.727,0.444,0.283,0.122,0,0,0,0.122,0.283,0.444,0.727,1.049,1.493,1.976,2.52,3.064
440,3.04,2.5,1.96,1.48,1.04,0.72,0.44,0.28,0.12,0,0,0,0.12,0.28,0.44,0.72,1.04,1.48,1.96,2.5,3.04
441,3.016,2.48,1.944,1.467,1.031,0.713,0.436,0.277,0.118,0,0,0,0.118,0.277,0.436,0.713,1.031,1.467,1.944,2.48,3.016
442,2.992,2.46,1.928,1.454,1.022,0.706,0.432,0.274,0.116,0,0,0,0.116,0.274,0.432,0.706,1.022,1.454,1.928,2.46,2.992
443,2.968,2.44,1.912,1.441,1.013,0.699,0.428,0.271,0.114,0,0,0,0.114,0.271,0.428,0.699,1.013,1.441,1.912,2.44,2.968
444,2.944,2.42,1.896,1.428,1.004,0.692,0.424,0.268,0.112,0,0,0,0.112,0.268,0.424,0.692,1.004,1.428,1.896,2.42,2.944
445,2.92,2.4,1.88,1.415,0.995,0.685,0.42,0.265,0.11,0,0,0,0.11,0.265,0.42,0.685,0.995,1.415,1.88,2.4,2.92
446,2.896,2.38,1.864,1.402,0.986,0.678,0.416,0.262,0.108,0,0,0,0.108,0.262,0.416,0.678,0.986,1.402,1.864,2.38,2.896
447,2.872,2.36,1.848,1.389,0.977,0.671,0.412,0.259,0.106,0,0,0,0.106,0.259,0.412,0.671,0.977,1.389,1.848,2.36,2.872
448,2.848,2.34,1.832,1.376,0.968,0.664,0.408,0.256,0.104,0,0,0,0.104,0.256,0.408,0.664,0.968,1.376,1.832,2.34,2.848
449,2.824,2.32,1.816,1.363,0.959,0.657,0.404,0.253,0.102,0,0,0,0.102,0.253,0.404,0.657,0.959,1.363,1.816,2.32,2.824
450,2.8,2.3,1.8,1.35,0.95,0.65,0.4,0.25,0.1,0,0,0,0.1,0.25,0.4,0.65,0.95,1.35,1.8,2.3,2.8
451,2.776,2.28,1.784,1.337,0.941,0.643,0.396,0.247,0.098,0,0,0,0.098,0.247,0.396,0.643,0.941,1.337,1.784,2.28,2.776
452,2.752,2.26,1.768,1.324,0.932,0.636,0.392,0.244,0.096,0,0,0,0.096,0.244,0.392,0.636,0.932,1.324,1.768,2.26,2.752
453,2.728,2.24,1.752,1.311,0.923,0.629,0.388,0.241,0.094,0,0,0,0.094,0.241,0.388,0.629,0.923,1.311,1.752,2.24,2.728
454,2.704,2.22,1.736,1.298,0.914,0.622,0.384,0.238,0.092,0,0,0,0.092,0.238,0.384,0.622,0.914,1.298,1.736,2.22,2.704
455,2.68,2.2,1.72,1.285,0.905,0.615,0.38,0.235,0.09,0,0,0,0.09,0.235,0.38,0.615,0.905,1.285,1.72,2.2,2.68
456,2.656,2.18,1.704,1.272,0.896,0.608,0.376,0.232,0.088,0,0,0,0.088,0.232,0.376,0.608,0.896,1.272,1.704,2.18,2.656
457,2.632,2.16,1.688,1.259,0.887,0.601,0.372,0.229,0.086,0,0,0,0.086,0.229,0.372,0.601,0.887,1.259,1.688,2.16,2.632
458,2.608,2.14,1.672,1.246,0.878,0.594,0.368,0.226,0.084,0,0,0,0.084,0.226,0.368,0.594,0.878,1.246,1.672,2.14,2.608
459,2.584,2.12,1.656,1.233,0.869,0.587,0.364,0.223,0.082,0,0,0,0.082,0.223,0.364,0.587,0.869,1.233,1.656,2.12,2.584
460,2.56,2.1,1.64,1.22,0.86,0.58,0.36,0.22,0.08,0,0,0,0.08,0.22,0.36,0.58,0.86,1.22,1.64,2.1,2.56
461,2.536,2.08,1.624,1.207,0.851,0.573,0.356,0.217,0.078,0,0,0,0.078,0.217,0.356,0.573,0.851,1.207,1.624,2.08,2.536
462,2.512,2.06,1.608,1.194,0.842,0.566,0.352,0.214,0.076,0,0,0,0.076,0.214,0.352,0.566,0.842,1.194,1.608,2.06,2.512
463,2.488,2.04,1.592,1.181,0.833,0.559,0.348,0.211,0.074,0,0,0,0.074,0.211,0.348,0.559,0.833,1.181,1.592,2.04,2.488
464,2.464,2.02,1.576,1.168,0.824,0.552,0.344,0.208,0.072,0,0,0,0.072,0.208,0.344,0.552,0.824,1.168,1.576,2.02,2.464
465,2.44,2,1.56,1.155,0.815,0.545,0.34,0.205,0.07,0,0,0,0.07,0.205,0.34,0.545,0.815,1.155,1.56,2,2.44
466,2.416,1.98,1.544,1.142,0.806,0.538,0.336,0.202,0.068,0,0,0,0.068,0.202,0.336,0.538,0.806,1.142,1.544,1.98,2.416
467,2.392,1.96,1.528,1.129,0.797,0.531,0.332,0.199,0.066,0,0,0,0.066,0.199,0.332,0.531,0.797,1.129,1.528,1.96,2.392
468,2.368,1.94,1.512,1.116,0.788,0.524,0.328,0.196,0.064,0,0,0,0.064,0.196,0.328,0.524,0.788,1.116,1.512,1.94,2.368
469,2.344,1.92,1.496,1.103,0.779,0.517,0.324,0.193,0.062,0,0,0,0.062,0.193,0.324,0.517,0.779,1.103,1.496,1.92,2.344
470,2.32,1.9,1.48,1.09,0.77,0.51,0.32,0.19,0.06,0,0,0,0.06,0.19,0.32,0.51,0.77,1.09,1.48,1.9,2.32
471,2.296,1.88,1.464,1.077,0.761,0.503,0.316,0.187,0.058,0,0,0,0.058,0.187,0.316,0.503,0.761,1.077,1.464,1.88,2.296
472,2.272,1.86,1.448,1.064,0.752,0.496,0.312,0.184,0.056,0,0,0,0.056,0.184,0.312,0.496,0.752,1.064,1.448,1.86,2.272
473,2.248,1.84,1.432,1.051,0.743,0.489,0.308,0.181,0.054,0,0,0,0.054,0.181,0.308,0.489,0.743,1.051,1.432,1.84,2.248
474,2.224,1.82,1.416,1.038,0.734,0.482,0.304,0.178,0.052,0,0,0,0.052,0.178,0.304,0.482,0.734,1.038,1.416,1.82,2.224
475,2.2,1.8,1.4,1.025,0.725,0.475,0.3,0.175,0.05,0,0,0,0.05,0.175,0.3,0.475,0.725,1.025,1.4,1.8,2.2
476,2.176,1.78,1.384,1.012,0.716,0.468,0.296,0.172,0.048,0,0,0,0.048,0.172,0.296,0.468,0.716,1.012,1.384,1.78,2.176
477,2.152,1.76,1.368,0.999,0.707,0.461,0.292,0.169,0.046,0,0,0,0.046,0.169,0.292,0.461,0.707,0.999,1.368,1.76,2.152
478,2.128,1.74,1.352,0.986,0.698,0.454,0.288,0.166,0.044,0,0,0,0.044,0.166,0.288,0.454,0.698,0.986,1.352,1.74,2.128
479,2.104,1.72,1.336,0.973,0.689,0.447,0.284,0.163,0.042,0,0,0,0.042,0.163,0.284,0.447,0.689,0.973,1.336,1.72,2.104
480,2.08,1.7,1.32,0.96,0.68,0.44,0.28,0.16,0.04,0,0,0,0.04,0.16,0.28,0.44,0.68,0.96,1.32,1.7,2.08
481,2.056,1.68,1.304,0.947,0.671,0.433,0.276,0.157,0.038,0,0,0,0.038,0.157,0.276,0.433,0.671,0.947,1.304,1.68,2.056
482,2.032,1.66,1.288,0.934,0.662,0.426,0.272,0.154,0.036,0,0,0,0.036,0.154,0.272,0.426,0.662,0.934,1.288,1.66,2.032
483,2.008,1.64,1.272,0.921,0.653,0.419,0.268,0.151,0.034,0,0,0,0.034,0.151,0.268,0.419,0.653,0.921,1.272,1.64,2.008
484,1.984,1.62,1.256,0.908,0.644,0.412,0.264,0.148,0.032,0,0,0,0.032,0.148,0.264,0.412,0.644,0.908,1.256,1.62,1.984
485,1.96,1.6,1.24,0.895,0.635,0.405,0.26,0.145,0.03,0,0,0,0.03,0.145,0.26,0.405,0.635,0.895,1.24,1.6,1.96
486,1.936,1.58,1.224,0.882,0.626,0.398,0.256,0.142,0.028,0,0,0,0.028,0.142,0.256,0.398,0.626,0.882,1.224,1.58,1.936
487,1.912,1.56,1.208,0.869,0.617,0.391,0.252,0.139,0.026,0,0,0,0.026,0.139,0.252,0.391,0.617,0.869,1.208,1.56,1.912
488,1.888,1.54,1.192,0.856,0.608,0.384,0.248,0.136,0.024,0,0,0,0.024,0.136,0.248,0.384,0.608,0.856,1.192,1.54,1.888
489,1.864,1.52,1.176,0.843,0.599,0.377,0.244,0.133,0.022,0,0,0,0.022,0.133,0.244,0.377,0.599,0.843,1.176,1.52,1.864
490,1.84,1.5,1.16,0.83,0.59,0.37,0.24,0.13,0.02,0,0,0,0.02,0.13,0.24,0.37,0.59,0.83,1.16,1.5,1.84
491,1.816,1.48,1.144,0.817,0.581,0.363,0.236,0.127,0.018,0,0,0,0.018,0.127,0.236,0.363,0.581,0.817,1.144,1.48,1.816
492,1.792,1.46,1.128,0.804,0.572,0.356,0.232,0.124,0.016,0,0,0,0.016,0.124,0.232,0.356,0.572,0.804,1.128,1.46,1.792
493,1.768,1.44,1.112,0.791,0.563,0.349,0.228,0.121,0.014,0,0,0,0.014,0.121,0.228,0.349,0.563,0.791,1.112,1.44,1.768
494,1.744,1.42,1.096,0.778,0.554,0.342,0.224,0.118,0.012,0,0,0,0.012,0.118,0.224,0.342,0.554,0.778,1.096,1.42,1.744
495,1.72,1.4,1.08,0.765,0.545,0.335,0.22,0.115,0.01,0,0,0,0.01,0.115,0.22,0.335,0.545,0.765,1.08,1.4,1.72
496,1.696,1.38,1.064,0.752,0.536,0.328,0.216,0.112,0.008,0,0,0,0.008,0.112,0.216,0.328,0.536,0.752,1.064,1.38,1.696
497,1.672,1.36,1.048,0.739,0.527,0.321,0.212,0.109,0.006,0,0,0,0.006,0.109,0.212,0.321,0.527,0.739,1.048,1.36,1.672
498,1.648,1.34,1.032,0.726,0.518,0.314,0.208,0.106,0.004,0,0,0,0.004,0.106,0.208,0.314,0.518,0.726,1.032,1.34,1.648
499,1.624,1.32,1.016,0.713,0.509,0.307,0.204,0.103,0.002,0,0,0,0.002,0.103,0.204,0.307,0.509,0.713,1.016,1.32,1.624
500,1.6,1.3,1,0.7,0.5,0.3,0.2,0.1,0,0,0,0,0,0.1,0.2,0.3,0.5,0.7,1,1.3,1.6
501,1.584,1.287,0.99,0.693,0.495,0.297,0.198,0.099,0,0,0,0,0,0.099,0.198,0.297,0.495,0.693,0.99,1.287,1.584
502,1.568,1.274,0.98,0.686,0.49,0.294,0.196,0.098,0,0,0,0,0,0.098,0.196,0.294,0.49,0.686,0.98,1.274,1.568
503,1.552,1.261,0.97,0.679,0.485,0.291,0.194,0.097,0,0,0,0,0,0.097,0.194,0.291,0.485,0.679,0.97,1.261,1.552
504,1.536,1.248,0.96,0.672,0.48,0.288,0.192,0.096,0,0,0,0,0,0.096,0.192,0.288,0.48,0.672,0.96,1.248,1.536
505,1.52,1.235,0.95,0.665,0.475,0.285,0.19,0.095,0,0,0,0,0,0.095,0.19,0.285,0.475,0.665,0.95,1.235,1.52
506,1.504,1.222,0.94,0.658,0.47,0.282,0.188,0.094,0,0,0,0,0,0.094,0.188,0.282,0.47,0.658,0.94,1.222,1.504
507,1.488,1.209,0.93,0.651,0.465,0.279,0.186,0.093,0,0,0,0,0,0.093,0.186,0.279,0.465,0.651,0.93,1.209,1.488
508,1.472,1.196,0.92,0.644,0.46,0.276,0.184,0.092,0,0,0,0,0,0.092,0.184,0.276,0.46,0.644,0.92,1.196,1.472
509,1.456,1.183,0.91,0.637,0.455,0.273,0.182,0.091,0,0,0,0,0,0.091,0.182,0.273,0.455,0.637,0.91,1.183,1.456
510,1.44,1.17,0.9,0.63,0.45,0.27,0.18,0.09,0,0,0,0,0,0.09,0.18,0.27,0.45,0.63,0.9,1.17,1.44
511,1.424,1.157,0.89,0.623,0.445,0.267,0.178,0.089,0,0,0,0,0,0.089,0.178,0.267,0.445,0.623,0.89,1.157,1.424
